basic_form,pos,pos_detail_1,pos_detail_2,word_type
マグニチュード,名詞,ポケモン,わざ,KNOWN
だいちのちから,名詞,ポケモン,わざ,KNOWN
どろかけ,名詞,ポケモン,わざ,KNOWN
どろばくだん,名詞,ポケモン,わざ,KNOWN
ねっさのあらし,名詞,ポケモン,わざ,KNOWN
ねっさのだいち,名詞,ポケモン,わざ,KNOWN
マッドショット,名詞,ポケモン,わざ,KNOWN
すなあつめ,名詞,ポケモン,わざ,KNOWN
すなかけ,名詞,ポケモン,わざ,KNOWN
たがやす,名詞,ポケモン,わざ,KNOWN
どろあそび,名詞,ポケモン,わざ,KNOWN
まきびし,名詞,ポケモン,わざ,KNOWN
アクロバット,名詞,ポケモン,わざ,KNOWN
ガリョウテンセイ,名詞,ポケモン,わざ,KNOWN
くちばしキャノン,名詞,ポケモン,わざ,KNOWN
ゴッドバード,名詞,ポケモン,わざ,KNOWN
そらをとぶ,名詞,ポケモン,わざ,KNOWN
ダブルウイング,名詞,ポケモン,わざ,KNOWN
ついばむ,名詞,ポケモン,わざ,KNOWN
つつく,名詞,ポケモン,わざ,KNOWN
つばさでうつ,名詞,ポケモン,わざ,KNOWN
つばめがえし,名詞,ポケモン,わざ,KNOWN
とびはねる,名詞,ポケモン,わざ,KNOWN
ドリルくちばし,名詞,ポケモン,わざ,KNOWN
フリーフォール,名詞,ポケモン,わざ,KNOWN
ブレイブバード,名詞,ポケモン,わざ,KNOWN
ふわふわフォール,名詞,ポケモン,わざ,KNOWN
エアカッター,名詞,ポケモン,わざ,KNOWN
エアスラッシュ,名詞,ポケモン,わざ,KNOWN
エアロブラスト,名詞,ポケモン,わざ,KNOWN
おしゃべり,名詞,ポケモン,わざ,KNOWN
かぜおこし,名詞,ポケモン,わざ,KNOWN
こがらしあらし,名詞,ポケモン,わざ,KNOWN
デスウイング,名詞,ポケモン,わざ,KNOWN
ぼうふう,名詞,ポケモン,わざ,KNOWN
おいかぜ,名詞,ポケモン,わざ,KNOWN
オウムがえし,名詞,ポケモン,わざ,KNOWN
きりばらい,名詞,ポケモン,わざ,KNOWN
はねやすめ,名詞,ポケモン,わざ,KNOWN
フェザーダンス,名詞,ポケモン,わざ,KNOWN
サイコカッター,名詞,ポケモン,わざ,KNOWN
サイコファング,名詞,ポケモン,わざ,KNOWN
サイコブレイド,名詞,ポケモン,わざ,KNOWN
しねんのずつき,名詞,ポケモン,わざ,KNOWN
ハートスタンプ,名詞,ポケモン,わざ,KNOWN
バリアーラッシュ,名詞,ポケモン,わざ,KNOWN
アシストパワー,名詞,ポケモン,わざ,KNOWN
いじげんホール,名詞,ポケモン,わざ,KNOWN
いてつくしせん,名詞,ポケモン,わざ,KNOWN
オーラウイング,名詞,ポケモン,わざ,KNOWN
サイケこうせん,名詞,ポケモン,わざ,KNOWN
サイコウェーブ,名詞,ポケモン,わざ,KNOWN
サイコキネシス,名詞,ポケモン,わざ,KNOWN
サイコショック,名詞,ポケモン,わざ,KNOWN
サイコノイズ,名詞,ポケモン,わざ,KNOWN
サイコブースト,名詞,ポケモン,わざ,KNOWN
サイコブレイク,名詞,ポケモン,わざ,KNOWN
シンクロノイズ,名詞,ポケモン,わざ,KNOWN
じんつうりき,名詞,ポケモン,わざ,KNOWN
しんぴのちから /　ツインビームわざ,ポケモン,ポケモンの名前,KNOWN
どばどばオーラ,名詞,ポケモン,わざ,KNOWN
ねんりき,名詞,ポケモン,わざ,KNOWN
プリズムレーザー,名詞,ポケモン,わざ,KNOWN
フォトンゲイザー,名詞,ポケモン,わざ,KNOWN
ぶきみなじゅもん,名詞,ポケモン,わざ,KNOWN
ミストボール,名詞,ポケモン,わざ,KNOWN
ミラーコート,名詞,ポケモン,わざ,KNOWN
みらいよち,名詞,ポケモン,わざ,KNOWN
ゆめくい,名詞,ポケモン,わざ,KNOWN
ラスターパージ,名詞,ポケモン,わざ,KNOWN
ルミナコリジョン,名詞,ポケモン,わざ,KNOWN
ワイドフォース,名詞,ポケモン,わざ,KNOWN
いやしのねがい,名詞,ポケモン,わざ,KNOWN
いやしのはどう,名詞,ポケモン,わざ,KNOWN
ガードシェア,名詞,ポケモン,わざ,KNOWN
ガードスワップ,名詞,ポケモン,わざ,KNOWN
かいふくふうじ,名詞,ポケモン,わざ,KNOWN
こうそくいどう,名詞,ポケモン,わざ,KNOWN
コスモパワー,名詞,ポケモン,わざ,KNOWN
サイコシフト,名詞,ポケモン,わざ,KNOWN
サイコフィールド,名詞,ポケモン,わざ,KNOWN
サイドチェンジ,名詞,ポケモン,わざ,KNOWN
さいはい,名詞,ポケモン,わざ,KNOWN
さいみんじゅつ,名詞,ポケモン,わざ,KNOWN
じゅうりょく,名詞,ポケモン,わざ,KNOWN
スキルスワップ,名詞,ポケモン,わざ,KNOWN
スピードスワップ,名詞,ポケモン,わざ,KNOWN
スプーンまげ,名詞,ポケモン,わざ,KNOWN
テレキネシス,名詞,ポケモン,わざ,KNOWN
テレポート,名詞,ポケモン,わざ,KNOWN
トリック,名詞,ポケモン,わざ,KNOWN
トリックルーム,名詞,ポケモン,わざ,KNOWN
ドわすれ,名詞,ポケモン,わざ,KNOWN
なりきり,名詞,ポケモン,わざ,KNOWN
ねむる,名詞,ポケモン,わざ,KNOWN
ハートスワップ,名詞,ポケモン,わざ,KNOWN
バリアー,名詞,ポケモン,わざ,KNOWN
パワーシェア,名詞,ポケモン,わざ,KNOWN
パワースワップ,名詞,ポケモン,わざ,KNOWN
パワートリック,名詞,ポケモン,わざ,KNOWN
ひかりのかべ,名詞,ポケモン,わざ,KNOWN
ふういん,名詞,ポケモン,わざ,KNOWN
ブレイブチャージ,名詞,ポケモン,わざ,KNOWN
マジックコート,名詞,ポケモン,わざ,KNOWN
マジックルーム,名詞,ポケモン,わざ,KNOWN
まほうのこな,名詞,ポケモン,わざ,KNOWN
みかづきのいのり,名詞,ポケモン,わざ,KNOWN
みかづきのまい,名詞,ポケモン,わざ,KNOWN
ミラクルアイ,名詞,ポケモン,わざ,KNOWN
めいそう,名詞,ポケモン,わざ,KNOWN
ヨガのポーズ,名詞,ポケモン,わざ,KNOWN
リフレクター,名詞,ポケモン,わざ,KNOWN
ワンダールーム,名詞,ポケモン,わざ,KNOWN
きゅうけつ,名詞,ポケモン,わざ,KNOWN
こうげきしれい,名詞,ポケモン,わざ,KNOWN
シザークロス,名詞,ポケモン,わざ,KNOWN
ダブルニードル,名詞,ポケモン,わざ,KNOWN
であいがしら,名詞,ポケモン,わざ,KNOWN
とどめばり,名詞,ポケモン,わざ,KNOWN
とびかかる,名詞,ポケモン,わざ,KNOWN
とびつく,名詞,ポケモン,わざ,KNOWN
とんぼがえり,名詞,ポケモン,わざ,KNOWN
ハードローラー,名詞,ポケモン,わざ,KNOWN
はいよるいちげき,名詞,ポケモン,わざ,KNOWN
ミサイルばり,名詞,ポケモン,わざ,KNOWN
むしくい,名詞,ポケモン,わざ,KNOWN
メガホーン,名詞,ポケモン,わざ,KNOWN
れんぞくぎり,名詞,ポケモン,わざ,KNOWN
かふんだんご,名詞,ポケモン,わざ,KNOWN
ぎんいろのかぜ,名詞,ポケモン,わざ,KNOWN
シグナルビーム,名詞,ポケモン,わざ,KNOWN
まとわりつく,名詞,ポケモン,わざ,KNOWN
むしのさざめき,名詞,ポケモン,わざ,KNOWN
むしのていこう,名詞,ポケモン,わざ,KNOWN
いかりのこな,名詞,ポケモン,わざ,KNOWN
いとをはく,名詞,ポケモン,わざ,KNOWN
かいふくしれい,名詞,ポケモン,わざ,KNOWN
クモのす,名詞,ポケモン,わざ,KNOWN
スレッドトラップ,名詞,ポケモン,わざ,KNOWN
ちょうのまい,名詞,ポケモン,わざ,KNOWN
ねばねばネット,名詞,ポケモン,わざ,KNOWN
ふんじん,名詞,ポケモン,わざ,KNOWN
ぼうぎょしれい,名詞,ポケモン,わざ,KNOWN
ほたるび,名詞,ポケモン,わざ,KNOWN
アクセルロック,名詞,ポケモン,わざ,KNOWN
いわおとし,名詞,ポケモン,わざ,KNOWN
いわなだれ,名詞,ポケモン,わざ,KNOWN
うちおとす,名詞,ポケモン,わざ,KNOWN
がんせきアックス,名詞,ポケモン,わざ,KNOWN
がんせきふうじ,名詞,ポケモン,わざ,KNOWN
がんせきほう,名詞,ポケモン,わざ,KNOWN
ころがる,名詞,ポケモン,わざ,KNOWN
しおづけ,名詞,ポケモン,わざ,KNOWN
ストーンエッジ,名詞,ポケモン,わざ,KNOWN
ダイヤストーム,名詞,ポケモン,わざ,KNOWN
パワフルエッジ,名詞,ポケモン,わざ,KNOWN
もろはのずつき,名詞,ポケモン,わざ,KNOWN
ロックブラスト,名詞,ポケモン,わざ,KNOWN
げんしのちから,名詞,ポケモン,わざ,KNOWN
パワージェム,名詞,ポケモン,わざ,KNOWN
メテオビーム,名詞,ポケモン,わざ,KNOWN
ステルスロック,名詞,ポケモン,わざ,KNOWN
すなあらし,名詞,ポケモン,わざ,KNOWN
タールショット,名詞,ポケモン,わざ,KNOWN
ロックカット,名詞,ポケモン,わざ,KNOWN
ワイドガード,名詞,ポケモン,わざ,KNOWN
おどろかす,名詞,ポケモン,わざ,KNOWN
おはかまいり,名詞,ポケモン,わざ,KNOWN
かげうち,名詞,ポケモン,わざ,KNOWN
かげぬい,名詞,ポケモン,わざ,KNOWN
ゴーストダイブ,名詞,ポケモン,わざ,KNOWN
したでなめる,名詞,ポケモン,わざ,KNOWN
シャドークロー,名詞,ポケモン,わざ,KNOWN
シャドースチール,名詞,ポケモン,わざ,KNOWN
シャドーダイブ,名詞,ポケモン,わざ,KNOWN
シャドーパンチ,名詞,ポケモン,わざ,KNOWN
シャドーボーン,名詞,ポケモン,わざ,KNOWN
ふんどのこぶし,名詞,ポケモン,わざ,KNOWN
ポルターガイスト,名詞,ポケモン,わざ,KNOWN
アストラルビット,名詞,ポケモン,わざ,KNOWN
あやしいかぜ,名詞,ポケモン,わざ,KNOWN
うらみつらみ,名詞,ポケモン,わざ,KNOWN
シャドーボール,名詞,ポケモン,わざ,KNOWN
シャドーレイ,名詞,ポケモン,わざ,KNOWN
たたりめ,名詞,ポケモン,わざ,KNOWN
ナイトヘッド,名詞,ポケモン,わざ,KNOWN
ひゃっきやこう,名詞,ポケモン,わざ,KNOWN
あくむ,名詞,ポケモン,わざ,KNOWN
あやしいひかり,名詞,ポケモン,わざ,KNOWN
うらみ,名詞,ポケモン,わざ,KNOWN
おんねん,名詞,ポケモン,わざ,KNOWN
のろい,名詞,ポケモン,わざ,KNOWN
ハロウィン,名詞,ポケモン,わざ,KNOWN
みちづれ,名詞,ポケモン,わざ,KNOWN
いっちょうあがり,名詞,ポケモン,わざ,KNOWN
きょけんとつげき,名詞,ポケモン,わざ,KNOWN
げきりん,名詞,ポケモン,わざ,KNOWN
スケイルショット,名詞,ポケモン,わざ,KNOWN
ダブルチョップ,名詞,ポケモン,わざ,KNOWN
ドラゴンアロー,名詞,ポケモン,わざ,KNOWN
ドラゴンクロー,名詞,ポケモン,わざ,KNOWN
ドラゴンダイブ,名詞,ポケモン,わざ,KNOWN
ドラゴンテール,名詞,ポケモン,わざ,KNOWN
ドラゴンハンマー,名詞,ポケモン,わざ,KNOWN
ワイドブレイカー,名詞,ポケモン,わざ,KNOWN
あくうせつだん,名詞,ポケモン,わざ,KNOWN
きまぐレーザー,名詞,ポケモン,わざ,KNOWN
コアパニッシャー,名詞,ポケモン,わざ,KNOWN
スケイルノイズ,名詞,ポケモン,わざ,KNOWN
ダイマックスほう,名詞,ポケモン,わざ,KNOWN
たつまき,名詞,ポケモン,わざ,KNOWN
ときのほうこう,名詞,ポケモン,わざ,KNOWN
ドラゴンエナジー,名詞,ポケモン,わざ,KNOWN
ムゲンダイビーム,名詞,ポケモン,わざ,KNOWN
りゅうせいぐん,名詞,ポケモン,わざ,KNOWN
りゅうのいかり,名詞,ポケモン,わざ,KNOWN
りゅうのいぶき,名詞,ポケモン,わざ,KNOWN
りゅうのはどう,名詞,ポケモン,わざ,KNOWN
ソウルビート,名詞,ポケモン,わざ,KNOWN
ドラゴンエール,名詞,ポケモン,わざ,KNOWN
りゅうのまい,名詞,ポケモン,わざ,KNOWN
あんこくきょうだ,名詞,ポケモン,わざ,KNOWN
イカサマ,名詞,ポケモン,わざ,KNOWN
いじげんラッシュ,名詞,ポケモン,わざ,KNOWN
うっぷんばらし,名詞,ポケモン,わざ,KNOWN
おいうち,名詞,ポケモン,わざ,KNOWN
おしおき,名詞,ポケモン,わざ,KNOWN
かみくだく,名詞,ポケモン,わざ,KNOWN
かみつく,名詞,ポケモン,わざ,KNOWN
くらいつく,名詞,ポケモン,わざ,KNOWN
じごくづき,名詞,ポケモン,わざ,KNOWN
しっぺがえし,名詞,ポケモン,わざ,KNOWN
だましうち,名詞,ポケモン,わざ,KNOWN
ダメおし,名詞,ポケモン,わざ,KNOWN
DDラリアット,名詞,ポケモン,わざ,KNOWN
つけあがる,名詞,ポケモン,わざ,KNOWN
つじぎり,名詞,ポケモン,わざ,KNOWN
どげざつき,名詞,ポケモン,わざ,KNOWN
ドゲザン,名詞,ポケモン,わざ,KNOWN
どろぼう,名詞,ポケモン,わざ,KNOWN
なげつける,名詞,ポケモン,わざ,KNOWN
はたきおとす,名詞,ポケモン,わざ,KNOWN
ひけん・ちえなみ,名詞,ポケモン,わざ,KNOWN
ふいうち,名詞,ポケモン,わざ,KNOWN
ふくろだたき,名詞,ポケモン,わざ,KNOWN
ぶんまわす,名詞,ポケモン,わざ,KNOWN
ほうふく,名詞,ポケモン,わざ,KNOWN
あくのはどう,名詞,ポケモン,わざ,KNOWN
カタストロフィ,名詞,ポケモン,わざ,KNOWN
ナイトバースト,名詞,ポケモン,わざ,KNOWN
バークアウト,名詞,ポケモン,わざ,KNOWN
もえあがるいかり,名詞,ポケモン,わざ,KNOWN
わるわるゾーン,名詞,ポケモン,わざ,KNOWN
いちゃもん,名詞,ポケモン,わざ,KNOWN
うそなき,名詞,ポケモン,わざ,KNOWN
おきみやげ,名詞,ポケモン,わざ,KNOWN
おだてる,名詞,ポケモン,わざ,KNOWN
さきおくり,名詞,ポケモン,わざ,KNOWN
さしおさえ,名詞,ポケモン,わざ,KNOWN
すてゼリフ,名詞,ポケモン,わざ,KNOWN
すりかえ,名詞,ポケモン,わざ,KNOWN
ダークホール,名詞,ポケモン,わざ,KNOWN
ちょうはつ,名詞,ポケモン,わざ,KNOWN
つめとぎ,名詞,ポケモン,わざ,KNOWN
ひっくりかえす,名詞,ポケモン,わざ,KNOWN
ブロッキング,名詞,ポケモン,わざ,KNOWN
よこどり,名詞,ポケモン,わざ,KNOWN
わるだくみ,名詞,ポケモン,わざ,KNOWN
アイアンテール,名詞,ポケモン,わざ,KNOWN
アイアンヘッド,名詞,ポケモン,わざ,KNOWN
アイアンローラー,名詞,ポケモン,わざ,KNOWN
アンカーショット,名詞,ポケモン,わざ,KNOWN
ギアソーサー,名詞,ポケモン,わざ,KNOWN
きょじゅうざん,名詞,ポケモン,わざ,KNOWN
きょじゅうだん,名詞,ポケモン,わざ,KNOWN
コメットパンチ,名詞,ポケモン,わざ,KNOWN
ジャイロボール,名詞,ポケモン,わざ,KNOWN
スマートホーン,名詞,ポケモン,わざ,KNOWN
ダブルパンツァー,名詞,ポケモン,わざ,KNOWN
デカハンマー,名詞,ポケモン,わざ,KNOWN
ハードプレス,名詞,ポケモン,わざ,KNOWN
はがねのつばさ,名詞,ポケモン,わざ,KNOWN
バレットパンチ,名詞,ポケモン,わざ,KNOWN
ヘビーボンバー,名詞,ポケモン,わざ,KNOWN
ホイールスピン,名詞,ポケモン,わざ,KNOWN
マグネットボム,名詞,ポケモン,わざ,KNOWN
メタルクロー,名詞,ポケモン,わざ,KNOWN
メタルバースト,名詞,ポケモン,わざ,KNOWN
メテオドライブ,名詞,ポケモン,わざ,KNOWN
ゴールドラッシュ,名詞,ポケモン,わざ,KNOWN
タキオンカッター,名詞,ポケモン,わざ,KNOWN
てっていこうせん,名詞,ポケモン,わざ,KNOWN
はめつのねがい,名詞,ポケモン,わざ,KNOWN
ミラーショット,名詞,ポケモン,わざ,KNOWN
ラスターカノン,名詞,ポケモン,わざ,KNOWN
アシストギア,名詞,ポケモン,わざ,KNOWN
ギアチェンジ,名詞,ポケモン,わざ,KNOWN
キングシールド,名詞,ポケモン,わざ,KNOWN
きんぞくおん,名詞,ポケモン,わざ,KNOWN
たてこもる,名詞,ポケモン,わざ,KNOWN
てっぺき,名詞,ポケモン,わざ,KNOWN
ボディパージ,名詞,ポケモン,わざ,KNOWN
じゃれつく,名詞,ポケモン,わざ,KNOWN
ソウルクラッシュ,名詞,ポケモン,わざ,KNOWN
きらきらストーム,名詞,ポケモン,わざ,KNOWN
しぜんのいかり,名詞,ポケモン,わざ,KNOWN
チャームボイス,名詞,ポケモン,わざ,KNOWN
ドレインキッス,名詞,ポケモン,わざ,KNOWN
はるのあらし,名詞,ポケモン,わざ,KNOWN
はめつのひかり,名詞,ポケモン,わざ,KNOWN
フルールカノン,名詞,ポケモン,わざ,KNOWN
マジカルシャイン,名詞,ポケモン,わざ,KNOWN
ミストバースト,名詞,ポケモン,わざ,KNOWN
みわくのボイス,名詞,ポケモン,わざ,KNOWN
ムーンフォース,名詞,ポケモン,わざ,KNOWN
ようせいのかぜ,名詞,ポケモン,わざ,KNOWN
ワンダースチーム,名詞,ポケモン,わざ,KNOWN
あまえる,名詞,ポケモン,わざ,KNOWN
アロマミスト,名詞,ポケモン,わざ,KNOWN
ジオコントロール,名詞,ポケモン,わざ,KNOWN
つきのひかり,名詞,ポケモン,わざ,KNOWN
つぶらなひとみ,名詞,ポケモン,わざ,KNOWN
てんしのキッス,名詞,ポケモン,わざ,KNOWN
デコレーション,名詞,ポケモン,わざ,KNOWN
トリックガード,名詞,ポケモン,わざ,KNOWN
フェアリーロック,名詞,ポケモン,わざ,KNOWN
フラワーガード,名詞,ポケモン,わざ,KNOWN
フラワーヒール,名詞,ポケモン,わざ,KNOWN
ミストフィールド,名詞,ポケモン,わざ,KNOWN
